repr	class	index	pos	pwn31	dbpedia	comment	wikidata	he_wiki	context	register	dating	frequency	babelnet	other	en_wiktionary
bI_7u!l	noun	0	noun	00233253-n											
bI_7u!l	noun	0	noun	00229150-n											
bI_7u!y	noun	0	noun	07154581-n											
bI_7u!y	noun	0	noun	06893299-n											
bI_7u!y	noun	0	noun	06744551-n											
bI_7u!y	noun	0	noun	06324641-n											
bI_7u!y	noun	0	noun	07169038-n	Idiom										
bi_blI_yWfi!l	noun	0	noun	09872087-n											
bi_blI_yWfi!lyaH	noun	0	noun		Bibliophilia										
bi_blI_yWgrA!fyaH	noun	0	noun	06498467-n											
bi_blI_yWmA!nyaH	noun	0	noun	04953443-n	Bibliomania										
bi!c	noun	0	adjective	01129296-a											
bI_ce!l	verb	0	verb	01668067-v											
bI_ce!l	verb	0	verb	00323648-v											
bicqW!7	noun	0	noun	07652566-n											
bI_cu!l	noun	0	noun	07586889-n											
bI_cu!l	noun	0	noun	00244785-n											
bI_cu!l	noun	0	noun	00244785-n											
bi!cWf	noun	0	noun	09876606-n	Bishop										
bicWfu!t	noun	0	noun	08568541-n											
bI_De!d	verb	0	verb	00495205-v											
bidE!H	noun	0	noun	02839379-n	Bidet										
bI_De!jÁ	verb	0	verb	00861422-v											
bI_De!l	verb	0	verb	00495549-v											
bI_De!r	verb	0	verb	02497847-v											
bIdjifu!t	fixed	0	adverb	00073249-r											
bIdlatA!yIm s3gurW!t	fixed	0	adverb	00163336-r											
bidu!d	noun	0	noun	01204519-n											
bidu!d	noun	0	noun	14023426-n											
bI_Du!d	noun	0	noun	00828671-n											
bI_Du!d	noun	0	noun	14438922-n											
bI_Du!d jAcmA_li!	noun	0	noun		Galvanic_isolation										
bI_Du!l	noun	0	noun	05756230-n											
bI_Du!q	noun	0	noun					בידוק_ביטחוני							
bI_Du!r	noun	0	noun	00430033-n	Entertainment										
bI_Duri!	noun	0	adjective	01347192-s											
bI_Du!y	noun	0	noun	06770602-n											
bI_Du!y	noun	0	noun	00753287-n											
bIdyW!n	noun	0	noun	06378552-n	Fiction										
bIdyWni!	noun	0	adjective	02738442-a											
bIdyWni!	noun	0	adjective	01942527-s											
bIfra!7	fixed	0	adverb	00250244-r											
bIfrW73rW!7	fixed	0	adverb	00198687-r											
bifW!_byaH	noun	0	noun		Biphobia								01816662n		
bigami!s7	noun	0	noun	09872713-n											
bIgneva!H	fixed	0	adverb	00194696-r											
bI_Gu!d	noun	0	noun	03055525-n	Clothing										
bihEvyWri!zm	noun	0	noun	06149215-n											
bI_ka!H	verb	0	verb	01806201-v											
bI_ke!r	verb	0	verb	01847631-v											
bI_ke!r	verb	0	verb	02493222-v											
bI_ke!r	verb	0	verb	02625504-v											
bI_ku!r	noun	0	noun	01235721-n											
bI_ku!r	noun	0	noun	01235407-n											
bI_ku!r	noun	0	noun	08402011-n											
bI_kuri!m	noun	0	noun					%D7%91%D7%99%D7%9B%D7%95%D7%A8%D7%99%D7%9D							
bI_la!H	verb	0	verb	01193765-v											
bI_la!H	verb	0	verb	02714280-v											
bIlbe!l	verb	0	verb	00623406-v											
bIlbe!l	verb	0	verb	00621282-v											
bIlbu!l	noun	0	noun	05691387-n											
bIlbu!l	noun	0	noun	00073293-n	Confusion										
bIlbu!l mW!jÁ	noun	0	noun	06619692-n											
bIlcW!n hAmRa7a!H	fixed	0	adverb	00153498-r											
bI_le!f	verb	0	verb	02599157-v											
bIlGe!n	verb	0	verb	00277013-v											
bilhA!rZI_yaH	noun	0	noun	14204047-n	Schistosomiasis										
bIlRadi!	noun	0	adjective	01868336-a											
bIlRadi!	noun	0	adjective	02160400-s											
bIlRadi!t	fixed	0	adverb	00009062-r											
bIlRádI_yu!t	noun	0	noun	04896532-n											
bIlTi-jadi!r	noun	0	adjective	01778210-a											
bIlTi-m3jU_ma!m	noun	0	adjective	01257368-s											
bIlTi! nIdlE!H	noun	0	adjective	01759536-s											
bIlTi! Talu!y	noun	0	adjective	00731008-a											
bIlTi! Talu!y	noun	0	adjective	00735050-s											
bI_lu!c	noun	0	noun	00655806-n											
bI_lu!f	noun	0	noun	00753774-n											
bI_lu!f	noun	0	noun	06770936-n											
bI_lu!y	noun	0	noun	00427931-n											
bIlvA!d	fixed	0	adverb	00009062-r											
bIlvA_Di!	noun	0	adjective	02160400-s											
bilyW!n	noun	0	numeral.cardinal	13773969-n											
bIm3mU_Za!R	fixed	0	adverb	00170970-r											
bima!H	noun	0	noun	04303700-n											
bimA!Ny	noun	0	noun	10107969-n											
bimA!Ny	noun	0	noun	10034960-n											
bimati!	noun	0	adjective	02824254-a											
bImdU_ya!q	fixed	0	adverb	00370083-r											
bImfora!c	fixed	0	adverb	00369214-r											
bImhera!H	fixed	0	adverb	00034309-r											
bImhiru!t hA_baza!q	fixed	0	adverb	00033808-r											
bImlW!Q hA_qi7W!r	fixed	0	adverb			"""all out"" ""at full throttle"" as fast/powerful as possible"								https://en.wiktionary.org/wiki/at_full_throttle#English	
bImtinu!t	fixed	0	adverb	00216535-r											
bI_mu!y	noun	0	noun												direction-noun-OK4oCu.-
bImxU_wa!n	fixed	0	adverb	00062868-r											
bImyUja!d	fixed	0	adverb	00084573-r											
bImyUja!d	fixed	0	adverb	00250244-r											
bina!H	noun	0	noun	05626632-n											
bina!H	noun	0	noun	05619057-n	Mind										
bina!H	noun	0	noun	05625389-n											
bina!H m3laNxuti!t	noun	0	noun	06142654-n	Artificial_intelligence										
bina!ri	noun	0	adjective	02675405-a											
bina!ri	noun	0	adjective	02224672-s											
bi!nGW	noun	0	noun	00505671-n	Bingo_(American_version)										
bIn-lA!ylaH	fixed	0	adverb	00245801-r											
bInQe!m	verb	0	verb	00410044-v											
bInQu!m	noun	0	noun	01154100-n											
bI!n rE!gAR	fixed	0	adverb	00245908-r											
bI_nu!y	noun	0	noun	01106542-n											
bI_nu!y	noun	0	noun	00912746-n											
bI_nu!y p3ni!m RirWni!	noun	0	noun			?=urban planning									
bInyami!naH	fixed	0	properNoun		Binyamina-Giv'at_Ada										
bInya!n	noun	0	noun	00912746-n											
bInya!n	noun	0	noun	02916498-n	Building										
biQa!H	noun	0	noun	00049569-n											
biqArbWna!7	noun	0	noun	14799888-n	Bicarbonate										
biQAtlW!n	noun	0	noun		Biathlon										
bIqbe!q	verb	0	verb	01504918-v											
bI_qe!c	verb	0	verb	00754770-v											
bI_qe!r	verb	0	verb	00828170-v											
bI_qe!RÁ	verb	0	verb	01559354-v											
bIQe!s	verb	0	verb	01818363-v											
biqi!ni	noun	0	noun	02841003-n	Bikini										
bIqlI_pA!t QégW!z	fixed	0	adverb	00291450-r											
bI_qo!rEt	noun	0	noun	06723485-n	Criticism										
bI_qOrTi!	noun	0	adjective	02841530-a											
bI_qOrTi!	noun	0	adjective	00650564-a											
bIqRa!H	noun	0	noun	09491734-n	Valley										
bIqTa!H	noun	0	noun	03552234-n											
bI_qu!c	noun	0	noun	13482365-n	Demand										
bI_qu!r	noun	0	noun	01058160-n											
bI_qu!RÁ	noun	0	noun	13502427-n											
bI_qu!RÁ	noun	0	noun	13502611-n	Fission_(biology)										
bI_qu!RÁ hA_GArRi!n	noun	0	noun	13502427-n											
bI_qu!r nimusi!n	noun	0	noun		Courtesy_call										
bIQu!s	noun	0	noun	14430304-n											
bIqZara!H	fixed	0	adverb	00291174-r											
bi!raH	noun	0	noun	07902824-n	Beer										
bira!H	noun	0	noun	08535783-n	Capital_city										
bIrbe!r	verb	0	verb	01039522-v											
bIrbe!r	verb	0	verb	01067652-v											
bIRbe!RÁ	verb	0	verb	00520443-v											
bIRbu!RÁ	noun	0	noun	02284054-s											
bIrDe!q	verb	0	verb	00277013-v											
bIRe!r	verb	0	verb	01666012-v											
biri!t	noun	0	noun	03426027-n	Garter										
bIrkA!t hA_mazW!n	noun	0	noun		Birkat_Hamazon										
bIrkI_ya!H	noun	0	noun											https://www.urbandictionary.com/define.php?term=knee%20kick	
bIRu!r	noun	0	noun	00396141-n											
bIRu!t	noun	0	noun	07535650-n											
birWqra!7	noun	0	noun	09899893-n											
birWqrA!7yaH	noun	0	noun		Bureaucracy										
bIryW!n	noun	0	noun	09898763-n											
bIryWnu!t	noun	0	noun	01224966-n											
bIrzI_ya!H	noun	0	noun	03246038-n											
bi!s	noun	0	noun	07594641-n											
bI_Se!m	verb	0	verb	00043211-v											
bisEqsuQa!l	noun	0	adjective	09876413-n											
bisEqsuQalI_yu!t	noun	0	noun	00858789-n											
bI_Se!r	verb	0	verb	00976205-v											
bI_Se!r	verb	0	verb	00833312-v											
bI_se!s	verb	0	verb	00638550-v											
bI_se!s	verb	0	verb	00221295-v											
bI_se!s	verb	0	verb	00638550-v											
bisqVi!7	noun	0	noun	07650764-n											
bI_su!m	noun	0	noun	14042038-n											
bI_su!s	noun	0	noun	00155253-n											
bI_su!s	noun	0	noun	05801562-n											
bita!n	noun	0	noun	03907057-n											
bI_Te!q	verb	0	verb	01559354-v											
bI_Te!r	verb	0	verb	01260655-v											
bItrW!n	noun	0	noun	09428665-n											
bi!v	noun	0	noun	04186187-n											
bIxfifa!H QAjA!t	fixed	0	adverb	00117698-r											
bIxla!l	fixed	0	adverb	00042364-r											
bIxla!l	fixed	0	adverb	00057267-r											
bI_ye!c	verb	0	verb	01796316-v											
bI_ye!c	verb	0	verb	02552922-v											
bI_ye!l	verb	0	verb	01276378-v											
bI_ye!m	verb	0	verb	01714176-v											
bI_ye!m	verb	0	verb	01651668-v											
bI_ye!n	verb	0	verb	00644306-v											
bI_ye!t	verb	0	verb	00302911-v											
bI_ye!t	verb	0	verb	00302637-v											
bI_ye!t	verb	0	verb	00302637-v											
bI_ye!Z	verb	0	verb	00062168-v											
bI_yu!c	noun	0	noun	00274293-n											
bI_yu!c	noun	0	noun		Online_shaming										
bI_yu!c	noun	0	noun		Public_humiliation										
bI_yu!m	noun	0	noun	07020287-n											
bI_yu!n	noun	0	noun	00983916-n											
bI_yu!t	noun	0	noun	13490157-n	Domestication										
bI_yu!v	noun	0	noun	14881044-n	Sewerage										
bI_yu!Z	noun	0	noun	13551440-n	Ovulation										
bIyW7ExnWlW!gIyaH	noun	0	noun	06135974-n	Biotechnology										
bIyWfi!dbEq	noun	0	noun	05918664-n											
bI_yWfi!ziqaH	noun	0	noun	06107085-n	Biophysics										
bI_yWgene!7i	noun	0	adjective	02675917-a											
bIyW_GeQWgrA!fyaH	noun	0	noun	06075964-n											
bI_yWgra!fi	noun	0	adjective	03060085-a											
bIyWgra!fi	noun	0	adjective	03060085-a											
bI_yWgrA!fyaH	noun	0	noun	06527818-n											
bI_yWlW!g	noun	0	noun	09875036-n	Biologist										
bIyWlW!g	noun	0	noun	09875036-n	Biologist										
bI_yWlW!gi	noun	0	adjective	02676508-a											
bI_yWlW!gyaH	noun	0	noun	06047178-n	Biology										
bI_yWma!saH	noun	0	noun	05031857-n	Biomass_(ecology)										
bIyWmE!7ri	noun	0	adjective										13602109a		biometric-adj
bI_yWmE!7rI_yaH	noun	0	noun	06051131-n											
bIyWmExa!niqaH	noun	0	noun		iomechanics										
bIyWmimE!7iqaH	noun	0	noun		Biomimetics										
bIyWminE!ral	noun	0	noun												biomineral-noun
bIyWnanW7ExnWlW!gyaH	noun	0	noun		Nanobiotechnology										
bIyW!niqaH	noun	0	noun	06135787-n											
bIyWQinfWrma!7iqaH	noun	0	noun		Bioinformatics										
bI_yWsfe!raH	noun	0	noun	08516532-n	Biosphere										
bIyWximA!Ny	noun	0	noun	09874321-n	Biochemist										
bIyWxi!mi	noun	0	adjective	02675637-a											
bI_yWxi!myaH	noun	0	noun	06089170-n											
bI_za!H	noun	0	noun	00968703-n	Looting										
bI_za!H	verb	0	verb	01803805-v											
bI_Za!H	noun	0	noun	09475525-n											
bizA!n7i	noun	0	adjective	02981470-a											
biza!ri	noun	0	adjective	00611168-s											
bI_ZarW!n	noun	0	noun	03390857-n											
bI_Zati!	noun	0	adjective	02558836-s											
bI_zayW!n	noun	0	noun	14463603-n											
bIzbe!z	verb	0	verb	01163403-v											
bIzbe!z	verb	0	verb	02273196-v											
bIzbu!z	noun	0	noun	04902159-n											
bIzbu!z	noun	0	noun	00743943-n											
bI_ze!r	verb	0	verb	00406465-v											
bI_Ze!r	verb	0	verb	01609126-v											
bI_Ze!r	verb	0	verb	00221295-v											
bI_Ze!RÁ	verb	0	verb	01716563-v											
bI_Ze!RÁ	verb	0	verb	01644397-v											
bI_zu!r	noun	0	noun	01240623-n											
bI_Zu!r	noun	0	noun	03390403-n											
bI_Zu!RÁ	noun	0	noun	01129700-n											
bI_ZuRi!	noun	0	adjective	03029435-a											
bI_ZuRi!	noun	0	adjective	01664693-a											
bI_ZuRi!s7	noun	0	noun	09782244-n											
bI_zu!y	noun	0	noun	00274293-n											
bizW!n	noun	0	noun	02413155-n											
bIzyWni!	noun	0	adjective	01554321-s											
blE!nDEr	noun	0	noun	02853991-n											
blW!f	noun	0	noun	06772313-n						slang	contemporary				
blW!g	noun	0	noun	06413845-n	Blog				internet	colloquial	contemporary				
blW!gEr	noun	0	noun	09879821-n					internet	colloquial	contemporary				
blW!nd	noun	0	noun	09879912-n	Blond					slang	contemporary				
blW!ndaH	noun	0	noun	09879912-n						slang					
blWnDi!ni	noun	0	adjective	00244463-a						slang					
blW!q	noun	0	noun	02918159-n						colloquial	contemporary	common			
blW!q	noun	0	noun		Block_(Internet)				internet	colloquial	contemporary	common			
blW!q	noun	0	noun	13647935-n	Block_(data_storage)				computers						
blW!q	noun	0	noun	02855782-n											
bo!7En	noun	0	noun	07753721-n											
bo!7En	noun	0	noun	11768970-n	Peanut										
bo!cEt	noun	0	noun	14463603-n											
bo!hAq	noun	0	noun	04960121-n											
bo!hEn	noun	0	noun	05585372-n	Thumb										
bo!jAn	noun	0	noun	01008617-n	Test_(assessment)										
bo!jAn	noun	0	noun	07213851-n											
bo!Q	noun	0	noun	00049115-n											
bo!qEr	noun	0	noun	15190336-n	Morning										
bo!r	noun	0	noun	14013549-n						obsolete					
bo!rEg	noun	0	noun	04160812-n	Screw										
bo!rEg QArximE!dEs	noun	0	noun		Archimedes'_screw										
bOrGi!	noun	0	adjective	02325276-s											
bo!SEm	noun	0	noun	03922150-n	Perfume										
bOSmA!t	noun	0	noun	14920865-n											
bOsri!	noun	0	adjective	01497045-a											
bOsri!	noun	0	adjective	01939331-s											
bo!Z	noun	0	noun	14980464-n	Mud										
bra!vW	fixed	0	interjection	06705579-n											
brA!yl	fixed	0	properNoun	06374199-n											
brazi!l	fixed	0	properNoun	08872733-n	Brazil										
brazila!Qi	noun	0	adjective	09714290-n											
brE!nDi	noun	0	noun	07919448-n	Brandy										
bre!qs	noun	0	noun	02894429-n	Brake										
bre!qs	noun	0	noun	02894045-n											
bri7A!nyaH	fixed	0	properNoun	08891234-n	England										
bri!7i	noun	0	noun	03033691-a											
bri!dX	noun	0	noun	00491580-n											
bri!dX	noun	0	noun	00492377-n	Contract_bridge										
briga!daH	noun	0	noun	08230899-n											
bris7W!l	noun	0	noun	14825316-n	Bristol_board										
bri!zaH	noun	0	noun	11451868-n											
bru7a!li	noun	0	adjective	01266123-s											
bru7a!li	noun	0	adjective	01266555-s											
bru7a!lI_yut	noun	0	noun	04837920-n											
bru!7W	noun	0	noun	13277590-n	Gross_(economics)										
brune!7	noun	0	adjective	09897322-n											
brunE!7i	noun	0	adjective	00245359-a											
brW!m	noun	0	noun		Bromine										
brW!nzaH	noun	0	noun	14741436-n	Bronze										
brW!qer	noun	0	noun	09796453-n											
brW!qWli	noun	0	noun	11897272-n	Broccoli										
bu7i!q	noun	0	noun	02882551-n											
bU_ba!H	noun	0	noun	03223838-n	Doll										
bU_ba!n	noun	0	noun	10513270-n											
bU_bati!	noun	0	adjective										13696871a		
bU_bA!t wu!du	noun	0	noun		Voodoo_doll										
buca!H	noun	0	noun	14463603-n											
buca!H	noun	0	noun	14463603-n											
buca!H	noun	0	noun	07521808-n	Shame										
bu!d3qEH	noun	0	noun											https://www.guard-booth.net/	
budhi!s7	noun	0	noun	09703135-n											
budhi!s7i	noun	0	adjective	02935415-a											
budhi!zm	noun	0	noun	08115674-n	Buddhism										
budhi!zm	noun	0	noun	06250374-n											
bu!l	noun	0	noun	06868867-n											
bu!l	noun	0	noun	06808977-n											
bu!l	fixed	0	adverb	00159432-r											
bulA!Ny	noun	0	noun	10442150-n											
bulaQu!t	noun	0	noun	01018362-n											
bU!lbul	noun	0	noun	05534035-n											
bUlbu!l	noun	0	noun		Pycnonotus										
bulcevi!q	noun	0	noun	09883155-n											
bulcevi!q	noun	0	noun	09883342-n											
bu!lci7	noun	0	noun	06623729-n											
bu!lDWg	noun	0	noun	02111324-n											
bulGA!ryaH	fixed	0	properNoun	08731965-n	Bulgaria										
bu!l hAxnasa!H	noun	0	noun	06868867-n	Revenue_stamp			בול_הכנסה							
buli!mi	noun	0	adjective	02682622-a											
bUlmu!s	noun	0	noun	14063553-n											
bu!l Re!Z	noun	0	noun	14966900-n											
bu!m	noun	0	noun	07392282-n											
bu!m	noun	0	noun	14512397-n	Economic_expansion										
bu!m	noun	0	noun	02875185-n											
bu!merAng	noun	0	noun	02875324-n	Boomerang										
bu!nqEr	noun	0	noun	02923887-n	Bunker										
bu!qaNrec7	fixed	0	properNoun	08832326-n											
bu!qsaH	noun	0	noun	03841971-n											
bu!qsaH	noun	0	noun	03696785-n	Loudspeaker										
bu!r	noun	0	adjective	00834764-s											
bu!r	noun	0	adjective	00834520-s											
bur3Gani!	noun	0	adjective	00261561-s											
bur3Gani!	noun	0	adjective	00261646-s											
bur3Gani!	noun	0	adjective	00298464-s											
bur3Ganu!t	noun	0	noun	08198576-n	Bourgeoisie										
bur3saQi!	noun	0	adjective	10676883-n	Stockbroker										
buRa!H	noun	0	noun	09252616-n											
buRati!	noun	0	adjective	00570124-s											
buRati!	noun	0	adjective	02284054-s											
buRati!	noun	0	adjective	02048649-s											
buRA!t sA_bW!n	noun	0	noun	09462024-n	Soap_bubble										
bU!rGul	noun	0	noun	07819384-n											
buRi!t	noun	0	noun	05525229-n											
bu!rqaH	noun	0	noun	02925962-n	Burqa										
bUrs3qA!Ny	noun	0	noun	10710238-n											
bUrs3qaQu!t	noun	0	noun	00928877-n											
bUrs3qi!	noun	0	noun	10710238-n											
bu!rsaH	noun	0	noun	04330164-n	Stock_exchange										
buru!t	noun	0	noun	05997167-n	Ignorance										
bu!saH	noun	0	noun	00139041-n											
bUsT3naQu!t	noun	0	noun	00920197-n											
bUsTa!n	noun	0	noun	03422255-n											
bu!x7aH	noun	0	noun	13271579-n											
bu!x7aH	noun	0	noun	13796604-n											
bUxna!H	noun	0	noun	03955226-n	Piston										
bU_yA!t	verb	0	verb	00302911-v											
bU_yA!t	verb	0	verb	00302637-v											
bu!z	noun	0	noun	07138578-n											
bu!z	noun	0	noun	06728866-n											
bu!z	noun	0	noun	07518219-n											
bU_Zani!	noun	0	adjective	02558836-s											
bU_Zi!	noun	0	adjective	00424139-s											
bU_Zi!	noun	0	adjective	00435243-s											
buZi!t	noun	0	noun	02954794-n											
bU_Zi!t	noun	0	noun	02954794-n											
bW!7	noun	0	noun		Internet_bot										
bW7anA!Ny	noun	0	noun	09887676-n											
bW7a!ni	noun	0	adjective	02678963-a											
bW7a!niqaH	noun	0	noun	06076105-n	Botany										
bW7E!H	noun	0	adjective	00651636-s											
bWde!d	noun	0	adjective	00707804-s											
bWde!d	noun	0	adjective	02221616-a											
bWde!d	noun	0	adjective	00495505-a											
bWde!d	verb	0	verb	00495205-v											
bWde!q	noun	0	noun	10088041-n											
bWde!q	noun	0	noun	10087775-n											
bWg3dani!	noun	0	adjective	00963283-s											
bWg3danu!t	noun	0	noun	04887159-n											
bWge!d	noun	0	noun	10047315-n											
bWge!d	noun	0	noun	10742614-n											
bWge!r	noun	0	adjective	01495137-a											
bWge!r	noun	0	adjective	01491979-s											
bWge!r	noun	0	noun	09805779-n											
bWge!r QunivE!rsi7aH	noun	0	noun	09805779-n											
bWhe!maH	noun	0	noun	08258230-n											
bWhe!mi	noun	0	adjective	00609236-s											
bWhE!mi	noun	0	adjective	00609236-s											
bWhEmya!n	noun	0	adjective	09882906-n											
bWhe!q	noun	0	adjective	00282523-s											
bWje!n	noun	0	noun	10088041-n											
bWje!r	noun	0	noun	10780008-n											
bWl3Ra!n	noun	0	noun	09458643-n	Sinkhole										
bWlcEvi!q	noun	0	noun	09883342-n											
bWlcEvi!q	noun	0	noun	09883155-n											
bWle!7	noun	0	adjective	01356830-s											
bWle!7	noun	0	adjective	00583156-s											
bWlE!cEt	noun	0	noun	08228505-n											
bWli!vyaH	fixed	0	properNoun		Bolivia										
bW!mbaH	noun	0	noun	01175528-n											
bWmbA!s7i	noun	0	adjective	02024095-s											
bWn3nu!t	noun	0	noun	05793890-n											
bWnbW!n	noun	0	noun	07615220-n											
bWnbWnye!raH	noun	0	noun	07615220-n											
bWnE!H	noun	0	noun	02365657-n											
bW!nsANy	noun	0	noun	13132640-n	Bonsai										
bW!nus	noun	0	noun	13294177-n											
bW!q	noun	0	noun	10059388-n											
bWqA!RAt qE!rAj	noun	0	noun	03562172-n											
bWQe!c	noun	0	noun	02448346-n											
bWqe!r	noun	0	noun	09992191-n											
bWqe!r	noun	0	noun	09992602-n											
bW!r	noun	0	noun	14656049-n	Boron										
bW!r	noun	0	noun	09416001-n											
bWr3ja!n	noun	0	noun	10082803-n											
bWr3janu!t	noun	0	noun	00430425-n											
bWr3ru!t	noun	0	noun	07165558-n											
bWrbW!n	noun	0	noun	07922958-n											
bW!rc7	noun	0	noun	07599988-n	Borscht										
bWrDe!l	noun	0	noun	04588881-n	Brothel										
bW!rDW	noun	0	noun	04971082-n	Burgundy_(color)										
bWRe!7	noun	0	adjective			"e.g. ""satira boetet"""									
bWre!jÁ	noun	0	noun	10082712-n											
bWre!r	noun	0	noun	09822852-n											
bWRe!r	noun	0	adjective										00099044a		
bWRe!r	noun	0	adjective	00477298-s											
bW!r mA!yIm	noun	0	noun	03039495-n	Cistern										
bW!s	noun	0	noun	10123978-n											
bW!s	noun	0	noun	10123833-n											
bW!yDEm	noun	0	noun					בוידעם							
bW-z3mA_ni!	noun	0	adjective	02387064-s											
bWz3mA_ni!t	fixed	0	adverb	00120979-r											
bWze!z	noun	0	noun	10462744-n											
byurWqrA!7yaH	noun	0	noun	01027505-n											
c37a!r	noun	0	noun		Negotiable_instrument										
c37a!r	noun	0	noun	13414935-n	Banknote										
c37ifa!H	noun	0	noun	00256577-n											
c37ifA!t mW!jÁ	noun	0	noun	00890638-n											
c37ijW!n	noun	0	noun	03733328-n											
c37u!t	noun	0	noun	06619692-n											
c37uti!	noun	0	adjective	02581199-s											
c37U_yW!t	noun	0	noun	06624351-n											
c3dida!H	noun	0	noun	00783339-n											
c3dU_la!H	noun	0	noun	08392643-n											
c3fA!n nI_sayW!n	noun	0	noun	10688105-n											
c3fA!n s3laRi!m	noun	0	noun	02375236-n											
c3faxi!m	noun	0	noun	14881044-n											
c3fela!H	noun	0	noun	09416498-n											
c3fi7a!H	noun	0	noun	05797437-n											
c3fifa!H	noun	0	noun	00345768-n	Squat_(exercise)										
c3fixa!H	noun	0	noun	13493018-n	Ejaculation										
c3fixu!t Dami!m	noun	0	noun	00225127-n											
c3fI_yu!t	noun	0	noun	14402906-n											
c3fWfE!rEt	noun	0	noun	04500800-n	Tube_(container)										
c3fWfE!rEt DI_bu!r	noun	0	noun	04277875-n											
c3gaga!H	noun	0	noun	04809878-n											
c3giQa!H	noun	0	noun	05904072-n											
c3giQa!H	noun	0	noun	06782183-n											
c3giQA!t D3fu!s	noun	0	noun	06782461-n											
c3giru!t	noun	0	noun	04774586-n											
c3hI_ya!H	noun	0	noun	01055541-n											
c3hu!t	noun	0	noun	01055541-n											
c3jAmjA!m	noun	0	adjective	00373173-s											
c3jaqi!m	noun	0	noun	08538450-n											
c3jArjA!r	noun	0	adjective	00388760-s											
c3jArjaru!t	noun	0	noun	04985483-n											
c3ji7a!H	noun	0	noun	00224721-n	Animal_slaughter										
c3ji!f	noun	0	noun	00991420-a											
c3jiqa!H	noun	0	noun		Occupational_burnout										
c3jiqa!H	noun	0	noun	14586275-n											
c3jitu!t	noun	0	noun	04858227-n	Corruption										
c3jitu!t	noun	0	noun	00160216-n	Corruption										
c3jW!r	noun	0	noun	14007292-n	Black										
c3laca!H	noun	0	noun		Three-point_field_goal										
c3li7a!H	noun	0	noun	05202142-n											
c3li7a!H	noun	0	noun	04890163-n											
c3li7a!H	noun	0	noun	05649804-n											
c3li7a!H	noun	0	noun	14465291-n											
c3li7a!H	noun	0	noun	00832109-n											
c3li!c	noun	0	numeral.partitive	13759330-n											
c3lici!	noun	0	numeral.ordinal	13869097-n											
c3licI_ya!H	noun	0	numeral.multiplier	08002640-n											
c3licWni!	noun	0	adjective	02209976-s											
c3lifa!H	noun	0	noun	05769556-n											
c3lija!H	noun	0	noun	00062110-n											
c3lija!H	noun	0	noun	00121986-n											
c3li!jÁ ZI_bu!r	noun	0	noun	09911316-n											
c3li!jÁ ZI_bu!r	noun	0	noun	10541628-n											
c3liju!t	noun	0	noun	00732282-n											
c3lila!H	noun	0	noun	00204191-n											
c3lila!H	noun	0	noun	07221121-n											
c3lilanu!t	noun	0	noun	05175145-n											
c3lili!	noun	0	adjective	01825480-s											
c3lili!	noun	0	adjective	01823738-a											
c3lili!	noun	0	adjective	01826365-a											
c3lili!	noun	0	adjective	01825842-a											
c3lili!	noun	0	adjective	00076123-a											
c3lili!	noun	0	adjective	01132339-s											
c3lili!	noun	0	adjective	00359614-s											
c3lilI_yu!t jAcmA_li!t	noun	0	noun	11456133-n											
c3liqa!H	noun	0	noun	00248209-n	Poaching_(cooking)										
c3li!x7	noun	0	noun			hyponym of 03062092-n									
c3luja!H	noun	0	noun	03311814-n											
c3luja!H	noun	0	noun	08418205-n											
c3lu!jÁ rE!sEn	noun	0	adjective	02008692-s											
c3luli!t	noun	0	noun	09420482-n											
c3lumiQe!li	noun	0	adjective	01144030-a											
c3lumiQe!lI_yut	noun	0	noun	05656304-n											
c3lu!q	noun	0	noun	00845155-n											
c3lWca!H	other	0	numeral.cardinal	13766184-n											
c3lWca!H RaSa!r	other	0	numeral.cardinal	13769339-n											
c3lWci!m	other	0	numeral.cardinal	13771547-n	30_(number)										
c3lW!c RESre!H	other	0	numeral.cardinal	13769339-n											
c3lWmu!t	noun	0	noun	14471374-n											
c3ma!d	noun	0	noun			forced convesion of a jew to another religion								https://he.wiktionary.org/wiki/%D7%A9%D7%9E%D7%93#%D7%A9%D6%B0%D7%81%D7%9E%D6%B8%D7%93	
c3mama!H	noun	0	noun	08701286-n											
c3mAnmA!n	noun	0	adjective	00990891-s											
c3mAnmo!nEt	noun	0	adjective	00990891-s											
c3mAr7A!f	noun	0	noun	09848551-n											
c3mari!m	noun	0	noun	15130838-n											
c3mArjo!m	noun	0	noun	04429862-n											
c3mE!nD3riq	noun	0	adjective	09834593-n											
c3menu!t	noun	0	noun	05006566-n											
c3meYmi!	noun	0	adjective	02695890-a											
c3meYmi!	noun	0	adjective	01182518-a											
c3mI_7a!H	noun	0	noun		Shmita										
c3mini!	noun	0	numeral.ordinal	02194712-s											
c3mini!s7	noun	0	noun	10598514-n											
c3mini!t	noun	0	noun			senior year									twelfth_grade-noun
c3minI_ya!H	noun	0	numeral.multiplier	08005046-n											
c3mIr7u!f	noun	0	noun	00656970-n											
c3mira!H	noun	0	noun	00820685-n											
c3mira!H	noun	0	noun	07434199-n											
c3mira!H	noun	0	noun	00824631-n											
c3miRa!H	noun	0	noun	00883837-n	Hearing										
c3mura!H	noun	0	noun	08604729-n	Nature_reserve										
c3muRa!H	noun	0	noun	07238110-n	Rumor										
c3mWna!H	other	0	numeral.cardinal	13767226-n											
